DESC_PROVEEDOR,LLAVE_PRODUCTO,COD_PRODUCTO,DESCRIPCION_PRODUCTO,GRUPO,DIVISION,LINEA,SUBLINEA,CATEGORIA,SUBCATEGORIA,FAMILIA,FECHA_CREACION,FECHA_MODIFICACION,DW_HASH,ID_GRUPO,ID_DIVISION,ID_LINEA,ID_SUBLINEA,ID_CATEGORIA,ID_SUBCATEGORIA,ID_FAMILIA,ID_PROVEEDOR,PRODUCTO_CORBETA
INDUSTRIAS BIOPAPEL,11,11,11,11,11,11,11,11,0,0,11,4,11,11,11,11,11,11,0,0,11,11
INDUSTRIAS BISONTE S.A,2,2,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,0,0,2,2
INDUSTRIAS BISONTE S.A.,48,48,48,48,48,48,48,48,0,0,26,48,48,48,48,48,48,48,0,0,48,48
INDUSTRIAS CALRAM S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INDUSTRIAS COLOMBIA INDUCOL SAS,21,21,21,21,21,21,21,21,0,0,21,21,21,21,21,21,21,21,0,0,21,21
INDUSTRIAS DE BANQUETES LAS DELICIAS SAS,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
INDUSTRIAS DE GALLETAS GRECO SA,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,0,0,15,15
INDUSTRIAS FAACA COLOMBIA SAS,72,72,72,72,72,72,72,72,0,0,72,72,72,72,72,72,72,72,0,0,72,72
INDUSTRIAS FATELARES S.A.S,1090,1090,1090,1090,1090,1090,1090,1090,0,0,1090,1090,1090,1090,1090,1090,1090,1090,0,0,1090,1090
INDUSTRIAS HACEB S.A,1379,1379,1379,1379,1379,1379,1379,1379,0,0,1379,1379,1379,1379,1379,1379,1379,1379,0,0,1379,1379
INDUSTRIAS JB S.A.S,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,0,0,13,13
INDUSTRIAS LA CORU?A LTDA.,23,23,23,23,23,23,23,23,0,0,23,23,23,23,23,23,23,23,0,0,23,23
INDUSTRIAS LACTEAS TONI S.A.,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
INDUSTRIAS MEDICAS ALFA LTDA,3,3,3,3,3,3,3,3,0,0,3,0,3,3,3,3,3,3,0,0,3,3
INDUSTRIAS MORARBE SAS,1441,1441,1441,1441,1441,1441,1441,1441,0,0,1441,1441,1441,1441,1441,1441,1441,1441,0,0,1441,1441
INDUSTRIAS OFFILINE S.A.S.,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
INDUSTRIAS PLASTICAS GR LTDA,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
INDUSTRIAS ROCAS SAS,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
INDUSTRIAS SAAD SA,38,38,38,38,38,38,38,38,0,0,38,38,38,38,38,38,38,38,0,0,38,38
INDUSTRIAS SALCOM SA DE CV,25,25,25,25,25,25,25,25,0,0,25,25,25,25,25,25,25,25,0,0,25,25
INDUSTRIAS SPRING S.A.S.,1645,1645,1645,1645,1645,1645,1645,1645,0,0,1645,1645,1645,1645,1645,1645,1645,1645,0,0,1645,1645
INDUSTRIAS ST EVEN SA,1810,1810,1810,1810,1810,1810,1810,1810,0,0,1810,1810,1810,1810,1810,1810,1810,1810,0,0,1810,1810
INDUSTRIAS TERMEPT SAS,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
INDUSTRIAS VANYPLAS LTDA,1647,1647,1647,1647,1647,1647,1647,1647,0,0,1647,1647,1647,1647,1647,1647,1647,1647,0,0,1647,1647
INDUSTRIAS Y CONFECCIONES INDUCON SAS,167,167,167,167,167,167,167,167,0,0,167,167,167,167,167,167,167,167,0,0,167,167
INDUSTRIAS ZABRA SA,14,14,14,14,14,14,14,14,0,0,14,14,14,14,14,14,14,14,0,0,14,14
INFORMACION LOCALIZADA SAS,16,16,16,16,16,16,16,16,0,0,16,16,16,16,16,16,16,16,0,0,16,16
INFOTRACK S.A,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
INFRAESTRUCTURA VIRTUAL SAS,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
ING CONT INCEN Y SEG INDU INCOLDEXT LTDA,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
ING Y DISE DE SISTEMAS INTELIGENTES SAS,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
INGENIERIA POSCOSECHA SAS,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
INGENIO DEL CAUCA SAS,106,106,106,106,106,106,106,106,0,0,106,106,106,106,106,106,106,106,0,0,106,106
INGENIO LA CABA?A S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
INGENIO PICHICHI S.A.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
INGENIO PROVIDENCIA S.A.,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
INGENIO RIOPAILA S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INGEO CONSTRUCCIONES SAS,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
INNOVAQUIMICOS S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INNOVATEQ SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INSTALTEC LTDA,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
INSTITUTO PARA LA EDUCACION VIAL S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INSTRUMENTOS Y AUTOMATIZACION INDS LTDA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INSUMOS Y ADITIVOS S.A,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INTECMECOL SAS,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,0,0,20,20
INTEGRACION S.A,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INTEGRANDO SAS,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
INTERLAN S.A.S,48,48,48,48,48,48,48,48,0,0,48,48,48,48,48,48,48,48,0,0,48,48
INTERMARKETING DIRECT S.A EN LIQUIDACION,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
INTERNATIONAL GLOBAL GROUP S.A.S.,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1
INTERVET COLOMBIA LTDA,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
INVERSESCO SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INVERSIONES ALENA SAS,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,0,0,20,20
INVERSIONES ARAMBURO SANTAMARIA Y CIA,26,26,26,26,26,26,26,26,0,0,26,26,26,26,26,26,26,26,0,0,26,26
INVERSIONES ATHLETIC S.A.S,102,102,102,102,102,102,102,102,0,0,102,102,102,102,102,102,102,102,0,0,102,102
INVERSIONES CAMBIA SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INVERSIONES CAMELAR SAS,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
INVERSIONES DE LA 23 LTDA,54,54,54,54,54,54,54,54,0,0,54,54,54,54,54,54,54,54,0,0,54,54
INVERSIONES DIGITALES SAS,28,28,28,28,28,28,28,28,0,0,28,28,28,28,28,28,28,28,0,0,28,28
INVERSIONES DUQHER LIMITADA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INVERSIONES EL ALCARAVAN SA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INVERSIONES FASULAC LTDA,51,51,51,51,51,51,51,51,0,0,51,51,51,51,51,51,51,51,0,0,51,51
INVERSIONES FENISSA SAS,104,104,104,104,104,104,104,104,0,0,104,104,104,104,104,104,104,104,0,0,104,104
INVERSIONES FOXY S.A.S,5,5,5,5,5,5,5,5,0,0,5,0,5,5,5,5,5,5,0,0,5,5
INVERSIONES GUERFOR S.A,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
INVERSIONES HERNANDEZ CONTRERAS LTDA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INVERSIONES LLACAR S.A.S.,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
INVERSIONES MENDEZ GROUP SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INVERSIONES PAJARES DE YERBABUENA S.A,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
INVERSIONES PARRA,15,15,15,15,15,15,15,15,0,0,15,0,15,15,15,15,15,15,0,0,15,15
INVERSIONES TOSCANA LTDA.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INVERSIONES TRIV3NTTO S.A.S.,111,111,111,111,111,111,111,111,0,0,111,111,111,111,111,111,111,111,0,0,111,111
INVERSORA DE ALIMENTOS SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
IPEF COLOMBIA SAS,13,13,13,13,13,13,13,13,0,0,13,0,13,13,13,13,13,13,0,0,13,13
IPIXS MEDIA GROUP SAS,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
IQ INFORMATION QUALITY SAS,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
IRON MOUNTAIN COLOMBIA S.A.S.,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
ITALCO,67,67,67,67,67,67,67,67,0,0,31,52,67,67,67,67,67,67,0,0,66,67
ITALCOSMETIC S.A.,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1
ITALTIPICI SRL,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
ITW COLOMBIA S.A.S.,43,43,43,43,43,43,43,43,0,0,43,43,43,43,43,43,43,43,0,0,43,43
ITZAR CORPORATION INC,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Ibarra Obando Cristian Johvany,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,0,0,15,15
Iberica,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Icomm Solutions S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Idealtour Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Ideografic S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Ilivian Ltda.,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Ilko Arcoaseo S.A.S,392,392,392,392,392,392,392,392,0,0,392,392,392,392,392,392,392,392,0,0,392,392
Imagen Creativa E.U.,18,18,18,18,18,18,18,18,0,0,18,18,18,18,18,18,18,18,0,0,18,18
Imagen Junior S.A.,26,26,26,26,26,26,26,26,0,0,26,26,26,26,26,26,26,26,0,0,26,26
Imagen y Diseo S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Imageprinting Ltda.,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
Imation Latin America Corp,41,41,41,41,41,41,41,41,0,0,41,41,41,41,41,41,41,41,0,0,41,41
Imcofem S.A.S.,48,48,48,48,48,48,48,48,0,0,48,48,48,48,48,48,48,48,0,0,48,48
Imcolmedica S.A.,24,24,24,24,24,24,24,24,0,0,24,24,24,24,24,24,24,24,0,0,24,24
Immugon y Cia Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Impact And Laser Impact S.A.S.,37,37,37,37,37,37,37,37,0,0,37,37,37,37,37,37,37,37,0,0,37,37
Implementos Y Soldaduras S.A,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Implementos de Seguridad Industrial s.as,44,44,44,44,44,44,44,44,0,0,44,44,44,44,44,44,44,44,0,0,44,44
Impoexport JPG S.A.S,75,75,75,75,75,75,75,75,0,0,75,75,75,75,75,75,75,75,0,0,75,75
Impor Trade USA Inc,39,39,39,39,39,39,39,39,0,0,39,39,39,39,39,39,39,39,0,0,39,39
Imporcol Ltda.,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
Impordisa Ltda.,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
Import and Export Tech Mark Limitada,58,58,58,58,58,58,58,58,0,0,58,58,58,58,58,58,58,58,0,0,58,58
Importa Nacional de LLantas IMLLA S.A.S.,155,155,155,155,155,155,155,155,0,0,155,155,155,155,155,155,155,155,0,0,155,155
Importaciones  MTG Ltda.,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
Importaciones El Trebol S.A.,72,72,72,72,72,72,72,72,0,0,72,72,72,72,72,72,72,72,0,0,72,72
Importaciones J.D.J. Sanchez Ltda.,29,29,29,29,29,29,29,29,0,0,29,29,29,29,29,29,29,29,0,0,29,29
Importaciones Y Exportaciones Fenix SAS,45,45,45,45,45,45,45,45,0,0,45,45,45,45,45,45,45,45,0,0,45,45
Importadora Bike S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Importadora Colombiana De Autopartes Ltd,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Importadora Comercial de Belleza S.A,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Importadora Golden Boy SAS,163,163,163,163,163,163,163,163,0,0,163,163,163,163,163,163,163,163,0,0,163,163
Importadora Montecarlo Motors SAS,26,26,26,26,26,26,26,26,0,0,26,26,26,26,26,26,26,26,0,0,26,26
Importadora Rotamos S.A,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Importadora de Insertos S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Importadora y Exportadora R.J. Ltda.,62,62,62,62,62,62,62,62,0,0,62,62,62,62,62,62,62,62,0,0,62,62
Importadora y Exportadora de Colombia,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Importadores de Repuestos Automotores LT,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Imprex Ltda.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Inaves Fuenterrabia S.A.,34,34,34,34,34,34,34,34,0,0,34,34,34,34,34,34,34,34,0,0,34,34
Incamaru Digital Ltda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Incauca Alimentos y Refrescos S.A.,42,42,42,42,42,42,42,42,0,0,42,42,42,42,42,42,42,42,0,0,42,42
Incauca Refineria de Colombia S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Inciensos y Esencias Indues Ltda,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
Incolenvios S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Incolmotos Yamaha S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Incommeira S.A.,289,289,289,289,289,289,289,289,0,0,289,289,289,289,289,289,289,289,0,0,289,289
Ind Gonzalo Hernandez Facove Soc C.I LTD,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
Ind. Gonzalez Torres Ltda. I.G.T.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Ind.Col.de Electrnicos y Electrodomsti,22,22,22,22,22,22,22,22,0,0,22,22,22,22,22,22,22,22,0,0,22,22
Indagro Limitada.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Indiesel Limitada,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Indumuebles Hernandez S.A.S.,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Indus Agricola Metalmecanica INAMEC LTDA,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
Industria Alimentaria Panerapid  Indupan,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,0,0,20,20
Industria Alimenticia del Piero Ltda.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Industria Andina de Absorbentes S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Industria Col. De Productos Comestibles,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,0,0,13,13
Industria Colombiana de Artefactos s.a.,18,18,18,18,18,18,18,18,0,0,18,18,18,18,18,18,18,18,0,0,18,18
Industria Colombiana de Fritos S.A.,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Industria Colombiana de Llantas S.A.,449,449,449,449,449,449,449,449,0,0,449,449,449,449,449,449,449,449,0,0,449,449
Industria De Electrodomesticos S.A.S,454,454,454,454,454,454,454,454,0,0,454,454,454,454,454,454,454,454,0,0,454,454
Industria Elctrica Nacional Ltda.,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Industria Jabonera La Jirafa S.A.,25,25,25,25,25,25,25,25,0,0,25,25,25,25,25,25,25,25,0,0,25,25
Industria Molinera Paddy S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Industria Nacional Textil SA Intextil SA,36,36,36,36,36,36,36,36,0,0,36,36,36,36,36,36,36,36,0,0,36,36
Industria Nacional de Frutos Secos Ltda,42,42,42,42,42,42,42,42,0,0,42,42,42,42,42,42,42,42,0,0,42,42
Industria Nacional de Gaseosas S.A.,446,446,446,446,446,446,446,446,0,0,446,446,446,446,446,446,446,446,0,0,446,446
Industria Papelera Indugevi S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Industria Productora de arroz Limitada,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Industria Superior De Artefactos S.A.,245,245,245,245,245,245,245,245,0,0,245,245,245,245,245,245,245,245,0,0,245,245
Industria Tecnica de maderas S.A.,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,0,0,20,20
Industria de Alimentos Exquiponques Ltda,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,0,0,13,13
Industria de Alimentos Nutrilistos Ltda,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Industria de Alimentos Zenu S.A.S,27,27,27,27,27,27,27,27,0,0,27,27,27,27,27,27,27,27,0,0,27,27
Industria de Derivados de la Leche La Ro,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Industria de Jabones AGA Ltda,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
Industria del Caucho Jorge Montoya S.A.S,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Industria dos en uno de Colombia Ltda.,67,67,67,67,67,67,67,67,0,0,67,67,67,67,67,67,67,67,0,0,67,67
Industria y Distribuidora Indistri Ltda.,26,26,26,26,26,26,26,26,0,0,26,26,26,26,26,26,26,26,0,0,26,26
Industrial Ferretera Medellin Ltda,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Industrial Frabush Ltda.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Industrial de Desechables Ltda.,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,0,0,13,13
Industrias Alimenticias Aretama S.A.,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,0,0,15,15
Industrias Alimenticias Carolina ltda.,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
Industrias Alimenticias Noel S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Industrias Almirante Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Industrias Argos SAS,152,152,152,152,152,152,152,152,0,0,152,152,152,152,152,152,152,152,0,0,152,152
Industrias Audiovisuales Colombianas S.A,193,193,193,193,193,193,193,193,0,0,193,193,193,193,193,193,193,193,0,0,193,193
Industrias Bisonte S.A.,34,34,34,34,34,34,34,34,0,0,34,34,34,34,34,34,34,34,0,0,34,34
Industrias Bithoga S.A.S.,210,210,210,210,210,210,210,210,0,0,210,210,210,210,210,210,210,210,0,0,210,210
Industrias Bitor Ltda.,35,35,35,35,35,35,35,35,0,0,35,35,35,35,35,35,35,35,0,0,35,35
Industrias Blomer S.A.,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Industrias Bolivarianas S.A.,26,26,26,26,26,26,26,26,0,0,26,26,26,26,26,26,26,26,0,0,26,26
Industrias Bufalo Limitada.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Industrias Campi S.A.S,52,52,52,52,52,52,52,52,0,0,52,52,52,52,52,52,52,52,0,0,52,52
Industrias Cannon de Colombia S.A,843,843,843,843,843,843,843,843,0,0,843,843,843,843,843,843,843,843,0,0,843,843
Industrias Cano plast Ltda.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Industrias Ceno S.A,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Industrias Cruz Morato y CIA Ltda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Industrias De Acero S.A.,52,52,52,52,52,52,52,52,0,0,52,52,52,52,52,52,52,52,0,0,52,52
Industrias Donsson SAS,50,50,50,50,50,50,50,50,0,0,50,50,50,50,50,50,50,50,0,0,50,50
Industrias Dormiluna S.A.S,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,0,0,63,63
Industrias Doy Ltda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Industrias El Toro Internacional Ltda.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Industrias Estra S.A.,1936,1936,1936,1936,1936,1936,1936,1936,0,0,1936,1936,1936,1936,1936,1936,1936,1936,0,0,1936,1936
Industrias FOR S.A.S.,487,487,487,487,487,487,487,487,0,0,487,487,487,487,487,487,487,487,0,0,487,487
Industrias Fruver Ltda.,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Industrias Geleyco LTDA,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Industrias Goby S.A.,31,31,31,31,31,31,31,31,0,0,31,31,31,31,31,31,31,31,0,0,31,31
Industrias Induga S.A.,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Industrias Japan S.A.,568,568,568,568,568,568,568,568,0,0,568,568,568,568,568,568,568,568,0,0,568,568
Industrias Jer & Cia Ltda.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Industrias La Coru?a Ltda.,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
Industrias La Corua Ltda.,70,70,70,70,70,70,70,70,0,0,70,70,70,70,70,70,70,70,0,0,70,70
Industrias Metalicas World S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Industrias Normandy S.A.,33,33,33,33,33,33,33,33,0,0,33,33,33,33,33,33,33,33,0,0,33,33
Industrias Placol Ltda.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Industrias Plasticas Herbeplast Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Industrias Plasticas Ltda,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Industrias Plesco S.A.,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,0,0,20,20
Industrias Plinco Ltda,18,18,18,18,18,18,18,18,0,0,18,18,18,18,18,18,18,18,0,0,18,18
Industrias Printex S.A.,782,782,782,782,782,782,782,782,0,0,782,782,782,782,782,782,782,782,0,0,782,782
Industrias ROD.C S.A.,138,138,138,138,138,138,138,138,0,0,138,138,138,138,138,138,138,138,0,0,138,138
Industrias Simoda Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Industrias Tezzarol Limitada,39,39,39,39,39,39,39,39,0,0,39,39,39,39,39,39,39,39,0,0,39,39
Industrias Toms Ltda.,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Industrias Vera S. A.,163,163,163,163,163,163,163,163,0,0,163,163,163,163,163,163,163,163,0,0,163,163
Industrias de Plasticos y Espumas Solvec,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Industrias del Maiz S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Industrias la Victoria S.A.,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
Industries Martins inc.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Induval,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Induworker Ltda.,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Infinito CO Ltda,100,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,0,0,100,100
Ing. de Transformacion de Plasticos SAS,269,269,269,269,269,269,269,269,0,0,269,269,269,269,269,269,269,269,0,0,269,269
Ing. y Servicio Espec. de Com. S.A. Isec,21,21,21,21,21,21,21,21,0,0,21,21,21,21,21,21,21,21,0,0,21,21
Inge-Met Ltda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Ingeneumatica S.A.S.,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,0,0,15,15
Ingenieria Asistida por Computador S.A.S,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Ingenieria Tecnoambiental Ltda. Intecam,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
