DESC_PROVEEDOR,LLAVE_PRODUCTO,COD_PRODUCTO,DESCRIPCION_PRODUCTO,GRUPO,DIVISION,LINEA,SUBLINEA,CATEGORIA,SUBCATEGORIA,FAMILIA,FECHA_CREACION,FECHA_MODIFICACION,DW_HASH,ID_GRUPO,ID_DIVISION,ID_LINEA,ID_SUBLINEA,ID_CATEGORIA,ID_SUBCATEGORIA,ID_FAMILIA,ID_PROVEEDOR,PRODUCTO_CORBETA
Grupo Empresarial La Bonanza Ltda. C.I,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
Grupo Rivadavia Ltda.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Guandong Foreign Trade Import & Export,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Guandong Silique International Group Gar,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Guangdong Galanz Microwave Oven and Elec,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99
Guangdong Kingtown Group,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Guangdong Leiyon Intelligence Technology,87,87,87,87,87,87,87,87,0,0,87,87,87,87,87,87,87,87,0,0,87,87
Guangdong Light Headgear Factory Co.. Lt,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Guangdong Textiles Import & Export Compa,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Guangzhou Baosteel Southern Trading Co.,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
Guangzhou Tianma Group  Tianma Motorcycl,334,334,334,334,334,334,334,334,0,0,334,334,334,334,334,334,334,334,0,0,334,334
Guerrero Guaqueta Nestor Santiago,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Guillermo Ramiro Benavides Yela,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Guio Graphic E.U.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Gunter Diedrich Koch,28,28,28,28,28,28,28,28,0,0,28,28,28,28,28,28,28,28,0,0,28,28
Gutierrez Zapata Orlando,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Guzman Pabla Sofia,104,104,104,104,104,104,104,104,0,0,104,104,104,104,104,104,104,104,0,0,104,104
H UJUETA S.A.S,147,147,147,147,147,147,147,147,0,0,147,147,147,147,147,147,147,147,0,0,147,147
HA Bicicletas S.A.,141,141,141,141,141,141,141,141,0,0,141,141,141,141,141,141,141,141,0,0,141,141
HACH COLOMBIA S.A.S,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
HADA S.A,3,3,3,3,3,3,3,3,0,0,1,3,3,3,3,3,3,3,0,0,3,3
HADA SA,84,84,84,84,84,84,84,84,0,0,69,84,84,84,84,84,84,84,0,0,84,84
HAIKU DISEO Y C PARA EL DESARROLLO SAS,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
"HANGZHOU HANSAN FURNITURE Co., Ltd",3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
HANGZHOU LIGHT INDUSTRIAL PRODUCTS ARTS,38,38,38,38,38,38,38,38,0,0,38,38,38,38,38,38,38,38,0,0,38,38
HANGZHOU MEIJIA IMP & EXP CO. LTD.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
HANGZHOU YANGYI DAILY COSMETICS,3,3,3,3,3,3,3,3,0,0,3,0,3,3,3,3,3,3,0,0,3,3
HARINERA DEL VALLE S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
HARNESS LTDA,30,30,30,30,30,30,30,30,0,0,30,30,30,30,30,30,30,30,0,0,30,30
HAROLD ALBERTO GUTIERREZ GOMEZ,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
HARTZ,3,3,3,3,3,3,3,3,0,0,3,0,3,3,3,3,3,3,0,0,3,3
HAVAS MEDIA COLOMBIA SAS,327,327,327,327,327,327,327,327,0,0,327,327,327,327,327,327,327,327,0,0,327,327
HECTOR JAIME MILLAN CAMARGO,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
HEINZ COLOMBIA SAS,35,35,35,35,35,35,35,35,0,0,35,35,35,35,35,35,35,35,0,0,35,35
HELICOIL MOTRIZ SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
"HENGLI IMPORTAS - EXPORTS CO., LTD.",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
HENKEL,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1
HENKEL COLOMBIANA S.A.S.,31,31,31,31,31,31,31,31,0,0,20,31,31,31,31,31,31,31,0,0,31,31
HENRY ALONSO LOPEZ AGUDELO,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
HENRY VILLAMIZAR CANDELA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
HERCOSUL,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
HERIBERTO ACOSTA TORO,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
HG HOLDING GROUP SAS,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
HI ALLIANCE 11  LIMITED,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
HI ALLIANCE COLOMBIA SAS,38,38,38,38,38,38,38,38,0,0,38,38,38,38,38,38,38,38,0,0,38,38
HI ALLIANCE DATA CORP,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
HIDRAULICOS Y ESTIBADORAS DEPRISA S.A.S,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
HIDROCA COLOMBIA S.A.S,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
HIDRORANURADOS ARANA SAS,40,40,40,40,40,40,40,40,0,0,40,40,40,40,40,40,40,40,0,0,40,40
HIERBAS Y PLANTAS TROPICALES S.A.S.,27,27,27,27,27,27,27,27,0,0,27,27,27,27,27,27,27,27,0,0,27,27
HIGH CLASS CORPORATION SA,29,29,29,29,29,29,29,29,0,0,29,29,29,29,29,29,29,29,0,0,29,29
HIGH PERFORMANCE FILTERS SAS,46,46,46,46,46,46,46,46,0,0,46,46,46,46,46,46,46,46,0,0,46,46
HIGIETEX,2,2,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,0,0,2,2
HILANDERIAS UNIVERSAL S.A.S. UNIHILO,95,95,95,95,95,95,95,95,0,0,95,95,95,95,95,95,95,95,0,0,95,95
HILLTOWA INTERNATIONAL LIMITED,9,9,9,9,9,9,9,9,0,0,8,1,9,9,9,9,9,9,0,0,9,9
HIN LIM FURNITURE MANUFACTURER SDN BHD,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
HITEX GROUP PAKISTAN,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
HOBART ANDINA SAS,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
HOGAR & TELAS SAS,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
HOGIER GARTNER Y CIA SA,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
HOME PRODUCTS GROUP SA,47,47,47,47,47,47,47,47,0,0,47,47,47,47,47,47,47,47,0,0,47,47
"HOMEEASY INDUSTRIAL CO., LTD.",3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
HONG KONG MEI KAR INDUSTRIAL CO,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
HORTALIZAS BOYACA SAS,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
HOTEL BOLIVAR PLAZA PASTO S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
HOTEL SOROTAMA S.A,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
HP COLOMBIA SAS,1738,1738,1738,1738,1738,1738,1738,1738,0,0,1738,1738,1738,1738,1738,1738,1738,1738,0,0,1738,1738
HP INC,39,39,39,39,39,39,39,39,0,0,39,39,39,39,39,39,39,39,0,0,39,39
HUEVOS FITNESS SAS,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
HUGO FERNANDO NARVAEZ APRAEZ,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
HUITONG INTERNATIONAL COMPANY LIMITED,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
HUMBERTO HERNAN CHAVES MOSQUERA,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,0,0,20,20
HUNAN CHEN RUI COMMUNICATION TECHNOLOGY,17,17,17,17,17,17,17,17,0,0,17,17,17,17,17,17,17,17,0,0,17,17
HYDRABELT S.A,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
HYOSUNG BRASIL IND E COM DE FIBRAS,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
"HYOSUNG CORPORATION MANUFACTURER, EXPORT",8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
HYOSUNG VIET NAM CO,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
Hacienda Santa Helena Ltda.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Haicheng Aoyuan Textile Garment Co..Ltd.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Haier America Trading LLC,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Hangzhou Wanshili Imp & Exp.Co.Ltd,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Hangzhou Yuehua Garment CO. LTD,12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
Harbin Motor Colombia S.A.,17,17,17,17,17,17,17,17,0,0,17,17,17,17,17,17,17,17,0,0,17,17
Harinera Indupan S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Harinera del Valle S.A.,459,459,459,459,459,459,459,459,0,0,458,459,459,459,459,459,459,459,0,0,459,459
Harman International,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Harman Kardon,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Harold Andres Alban Medina,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Hartung Y C?a. S.A.,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Hartung Y Ca. S.A.,41,41,41,41,41,41,41,41,0,0,41,41,41,41,41,41,41,41,0,0,41,41
Hasbro Colombia S.A.S.,1059,1059,1059,1059,1059,1059,1059,1059,0,0,1059,1059,1059,1059,1059,1059,1059,1059,0,0,1059,1059
Hassman Corporatin,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Hector Augusto Vasquez Ardila,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
Hedy Holding CO LTD,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,0,0,20,20
Hefei Ronghida Washing Machine Equipment,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
Henao Bernal Jorge,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
Henao Vanegas Billy Jeovanny,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
Henkel Colombiana S.A.S.,1538,1538,1538,1538,1538,1538,1538,1538,0,0,1486,1538,1538,1538,1538,1538,1538,1538,0,0,1538,1538
Hermanos B. Quintero y Cia Ltda Ind Meta,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Hernandez Carvajal Luis Fernando,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Hernandez Duque Astrid Cecilia,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Hernandez Gallego Nubia Aurora,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Herramientas Agricolas S.A.,166,166,166,166,166,166,166,166,0,0,166,166,166,166,166,166,166,166,0,0,166,166
Herramientas y Seguridad S.A.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Herrera Morales Claudia L,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Herrera Ojeda Maria Elizabeth,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Herrera Ricaurte & Cia. C.I. S.A.,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Hewei Knitting Technology Co.. Ltd.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Hewlett Packard Colombia Ltda,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Hhi Consulting,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Hielo Artico S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Hierros HB  SA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
High Lights S.A.,17,17,17,17,17,17,17,17,0,0,17,17,17,17,17,17,17,17,0,0,17,17
Hightec Plasticos Ltda,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Hilacol S.A.,133,133,133,133,133,133,133,133,0,0,133,133,133,133,133,133,133,133,0,0,133,133
Himher y Compaia Ltda,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Hincapi Ca Ltda.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Hincapi? C?a Ltda.,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
Hincapié C?a Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Hisense Import/Export Co  Ltd,64,64,64,64,64,64,64,64,0,0,64,64,64,64,64,64,64,64,0,0,64,64
Hisense Inter Singapore Holdings Pte ltd,50,50,50,50,50,50,50,50,0,0,50,50,50,50,50,50,50,50,0,0,50,50
Home Products Group S.A.S.,17,17,17,17,17,17,17,17,0,0,17,17,17,17,17,17,17,17,0,0,17,17
"Honestar Electronic Tech(hk) Co.,Limited",12,12,12,12,12,12,12,12,0,0,12,12,12,12,12,12,12,12,0,0,12,12
Hong Kong Fortune International Trade,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Hong Kong Konka LTD,25,25,25,25,25,25,25,25,0,0,25,25,25,25,25,25,25,25,0,0,25,25
HongKong Kingza Industry Limited,29,29,29,29,29,29,29,29,0,0,29,29,29,29,29,29,29,29,0,0,29,29
Hortifresco Villa Leovi S.A.S.,37,37,37,37,37,37,37,37,0,0,37,37,37,37,37,37,37,37,0,0,37,37
Hortisan Hortalizas Gourmet S.A.S.,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
Hotel Dann Carlton Medellin S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Hotel Don Lolo Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Hotel Puerta del Sol S.A.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Hotel Sicarare Ltda.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Hotel de Pereira S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Hoteles Estelar  S.A.,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,0,6,6
Hoyos Hoyos Luis Oscar,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
Huevos Oro Ltda.,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
Hugo Rubiano,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Hunan Huasheng Industrial And Trading Co,18,18,18,18,18,18,18,18,0,0,18,18,18,18,18,18,18,18,0,0,18,18
Hunan Mendale Hometextile Company Limite,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
Hung Hing Umbrella (HK) Co.. Ltd.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
Hunter Douglas de Colombia S.A.,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,0,0,63,63
I. G. Colombia SIA S.A.,17,17,17,17,17,17,17,17,0,0,17,17,17,17,17,17,17,17,0,0,17,17
I.B.IMPORTADORA BARRERA S.A.S.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
I.D.T Electric Ltda.,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
I.P.C. Ind. Partista Colombiana Emp Unip,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
I.P.X. S.A.S.,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
I.T. CORPORATION S.A.S.,32,32,32,32,32,32,32,32,0,0,32,32,32,32,32,32,32,32,0,0,32,32
IBERGLOBAL INTERNATIONAL CONSULTING,14,14,14,14,14,14,14,14,0,0,14,14,14,14,14,14,14,14,0,0,14,14
IBERMIR HISPANIA S.A,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
IBM DE COLOMBIA & CIA S.C.A.,18,18,18,18,18,18,18,18,0,0,18,18,18,18,18,18,18,18,0,0,18,18
ICOLFIBRA S.A.S,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
ICON CAP SAS,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
ICON NETWORKS LLC,31,31,31,31,31,31,31,31,0,0,31,31,31,31,31,31,31,31,0,0,31,31
IDEARGO LTDA,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
IDENTICO SAS,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
IG UNIFIED COMMUNICATIONS SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
IJC S.A.S.,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
ILG CIA DISTR DE AIRE ACONDICIONADO SAS,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
ILUMAX S.A,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1
ILUMAX SA,49,49,49,49,49,49,49,49,0,0,49,49,49,49,49,49,49,49,0,0,49,49
ILUMINATTY SA,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
IMAGES BODY S.A.S.,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
IMAGINAMOS S.A.S.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
IMPACT LATIN AMERICA SAS,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
IMPOFER IMPORTADORA DE FERRETERIA S A S,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
IMPORT-EXPORT IVSA,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1
IMPORTACIONES EL TREBOL S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
IMPORTACIONES Y DISTRIBUCION CRISTIAN SA,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
IMPORTADO,8,8,8,8,8,8,8,8,0,0,6,2,8,8,8,8,8,8,0,0,8,8
IMPORTADORA BOHORQUEZ C.LTDA,9,9,9,9,9,9,9,9,0,0,9,0,9,9,9,9,9,9,0,0,9,9
IMPORTADORA CALI S.A,26,26,26,26,26,26,26,26,0,0,26,26,26,26,26,26,26,26,0,0,26,26
IMPORTADORA DE LLANTAS ESPECIALES S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
IMPORTADORA KIPLING LTDA,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,0,0,20,20
IMPORTADORA MEDICA MALCON LTDA,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1
IMPORTADORA SATELITAL DE PARTES S.A.S,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10
IMPRESISTEM SAS,683,683,683,683,683,683,683,683,0,0,683,683,683,683,683,683,683,683,0,0,683,683
IMPRESOS S.A.S,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
IMPROTEC LTDA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
IMPULSOS CREATIVOS S.A.S.,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
INAVIGOR SAS,54,54,54,54,54,54,54,54,0,0,54,54,54,54,54,54,54,54,0,0,54,54
INCAMETAL SAS,707,707,707,707,707,707,707,707,0,0,707,707,707,707,707,707,707,707,0,0,707,707
INCO OIL SAS,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
INCOLBEST S.A,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2
INCOMM COLOMBIA SAS,78,78,78,78,78,78,78,78,0,0,78,78,78,78,78,78,78,78,0,0,78,78
INCUBADORA SANTANDER S.A.,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
IND DE ALIMENT GRANSOLI Y CIA S EN C A.,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,0,0,15,15
IND. METALMECANICAS BRA-INDUMMELBRA SA,13,13,13,13,13,13,13,13,0,0,13,13,13,13,13,13,13,13,0,0,13,13
INDELPA SUDAMERICA S.A.S,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3
INDIAN IMPEX AGENCIES,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INDULACTEOS DE COLOMBIA S.A.S,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
INDULATEX SA,140,140,140,140,140,140,140,140,0,0,134,140,140,140,140,140,140,140,0,0,140,140
INDUMOL SAS,11,11,11,11,11,11,11,11,0,0,11,11,11,11,11,11,11,11,0,0,11,11
INDUS COL DE LACTE LTDA INCOLACTEOS LTDA,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,0,0,15,15
INDUS DE MUEBL META Y DE MADE IDEMA LTDA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INDUSERVICIOS CJ SAS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INDUSTRIA CAFATERA DE NARIO SAS,17,17,17,17,17,17,17,17,0,0,17,17,17,17,17,17,17,17,0,0,17,17
INDUSTRIA COLOMBIANA DE CARNE SA,51,51,51,51,51,51,51,51,0,0,51,51,51,51,51,51,51,51,0,0,51,51
INDUSTRIA DE ALUMINIO INDIA SAS,213,213,213,213,213,213,213,213,0,0,213,213,213,213,213,213,213,213,0,0,213,213
INDUSTRIA DE BELLEZA Y SALUD BASSA CIA.LTDA.,4,4,4,4,4,4,4,4,0,0,4,0,4,4,4,4,4,4,0,0,4,4
INDUSTRIA DE EJES Y TRANSMISIONES S.A,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,0,9,9
INDUSTRIA DE MUEBLES DEL VALLE SA,208,208,208,208,208,208,208,208,0,0,208,208,208,208,208,208,208,208,0,0,208,208
INDUSTRIA GOYAINCOL LIMITADA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INDUSTRIA IVOR S.A CASA INGLESA,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,0,4,4
INDUSTRIA LORAL S A S,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1
INDUSTRIA NACIONAL DE FRUTOS SECOS LTDA,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8
INDUSTRIA NACIONAL DE GASEOSAS S.A.,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INDUSTRIA NACIONAL DE TROQUELES LTDA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INDUSTRIA PANIFICADORA LA DOCE SAS,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
INDUSTRIA SANTA CLARA SAS,36,36,36,36,36,36,36,36,0,0,36,36,36,36,36,36,36,36,0,0,36,36
INDUSTRIA Y METROLOGIA LTDA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INDUSTRIAL DE POMOS S.A.,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,0,5,5
INDUSTRIAL PAPELERA ECUATORIANA S.A INPAECSA,7,7,7,7,7,7,7,7,0,0,7,1,7,7,7,7,7,7,0,0,7,7
INDUSTRIAL QUESERA CUQUERELLA S.L.,28,28,28,28,28,28,28,28,0,0,28,28,28,28,28,28,28,28,0,0,28,28
INDUSTRIAL SOLUTIONS COLOMBIA S.A,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
INDUSTRIAL TAYLOR SAS,71,71,71,71,71,71,71,71,0,0,71,71,71,71,71,71,71,71,0,0,71,71
"INDUSTRIAL TEXTIL DE PUEBLA,S.A.D E C.V",17,17,17,17,17,17,17,17,0,0,17,17,17,17,17,17,17,17,0,0,17,17
INDUSTRIAS  FANTASIA SA,178,178,178,178,178,178,178,178,0,0,178,178,178,178,178,178,178,178,0,0,178,178
INDUSTRIAS ALIMENTICIAS EL TREBOL S.A.,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,7,7
INDUSTRIAS BICICLETAS MILAN SA,68,68,68,68,68,68,68,68,0,0,68,68,68,68,68,68,68,68,0,0,68,68
